short_name,long_name,player_positions,overall,position,nationality
J. Mees,Joshua Mees,"CAM, LM, ST, CM",69,LS,Germany
J. Ngakia,Jeremy Ngakia,"RB, LB, RM",69,RB,Congo DR
Diogo Leite,Diogo Filipe Monteiro Pinto Leite,CB,78,LCB,Portugal
G. Olzer,Giacomo Olzer,"CAM, RM, RW, ST",64,RW,Italy
A. Abrashi,Amir Malush Abrashi,"CDM, CM",66,RCM,Albania
A. Bermont,Anthony Bermont,"LM, RM, LB",68,SUB,France
Jang Yun Ho,Yun-ho Jang장윤호 张润镐,"CM, CDM, CAM",61,CAM,Korea Republic
J. Sbarra,Joseph Christopher Sbarra,"CM, CAM",61,SUB,England
J. Earl,Joshua John Francis Earl,"CB, LB, LM",66,LCB,England
N. Buayi-Kiala,Nathan Buayi-Kiala,CM,62,RES,France
A. Zeljković,Ajdin Zeljković,"LW, ST, LM",64,LW,Sweden
R. Sigurgeirsson,Rúnar Thór SigurgeirssonRúnar Þór Sigurgeirsson,"LB, LM",64,SUB,Iceland
J. Lankester,Jack Richard Lankester,"CAM, ST, RM, CM",63,SUB,England
J. Andersen,Jacob Andersen,"RB, RM",66,SUB,Denmark
Jandro Orellana,Alejandro Orellana Gómez,"CDM, CM",67,RES,Spain
A. Uribe,Ariel Alfonso Uribe Lepe,"RW, CAM, CM, RM",68,SUB,Chile
Vieirundinho,Danilo Manuel Vieira Espíndola,CB,78,RCB,Brazil
R. Nicolaisen,Rasmus Schmidt Nicolaisen,CB,76,LCB,Denmark
J. Kjær,Jeppe Kjær Jensen,"CAM, CM",64,SUB,Denmark
Pedro Miguel,Pedro Miguel Carvalho Deus Correia,"RB, CB, RM",68,,Qatar
J. Perea,Juan José Perea Mendoza,ST,67,SUB,Colombia
R. Kouda,Rachid Kouda,"CM, CAM",64,SUB,Italy
I. Fofana,Ibrahim Cheick Junior Fofana,"CM, CDM",61,RDM,Côte d'Ivoire
V. Cuesta,Víctor Leandro Cuesta,CB,75,LCB,Argentina
Natan,Natan Bernardo de Souza,CB,78,RCB,Brazil
H. Caballero,Hernesto Ezequiel Caballero Benítez,"CDM, CM, CB",68,LDM,Paraguay
H. Al Ghamdi,Hamed Abdullah Ahmad Al Ghamdiحامد الغامدي,"CM, CAM",62,RES,Saudi Arabia
M. Toma,Mihai Vlăduț Toma,"LM, LW, RB, LB",63,SUB,Romania
L. Oyen,Luca Oyen,"LW, LM",67,SUB,Belgium
T. Bair,Thelonius Alston Bradley Bair,ST,71,SUB,Canada
M. Amondarain,Mikel Amondarain,"CM, CDM",63,RES,Argentina
T. Zimmerschied,Tom Zimmerschied,"LM, LW",69,LM,Germany
F. Engelhardt,Florian Engelhardt,"CDM, CM, CB",65,LCM,Germany
M. Huard,Matthieu Emmanuel Wilfrid Huard,"LB, CB",66,LCB,France
M. Hanousek,Marek Hanousek,"CDM, CM",65,SUB,Czechia
O. Schwartau,Oscar Schwartau,"CAM, RW, CM",65,SUB,Denmark
M. Stjepanović,Mateja Stjepanović,"CDM, CM",63,LDM,Serbia
L. Harris,Luke Bernard Harris,"CAM, ST, CM",65,RES,Wales
J. Bachmann,Janik Jay Bachmann,"CDM, CM, CAM",66,SUB,Germany
S. Raebiger,Lars Sidney Raebiger,"CM, CAM",62,RES,Germany
M. Rakneberg,Mikkel Rakneberg,"LB, LM",63,LB,Norway
R. Opruț,Raul Marian Opruț,"LB, LM",69,LB,Romania
Hong Yun Sang,Yun-sang Hong홍윤상,"LM, LW, ST",65,SUB,Korea Republic
Rodri Alonso,Rodrigo Alonso Martín,"RM, CM, LM, RW",65,SUB,Spain
A. Ajeti,Albian Afrim Ajeti,ST,68,ST,Switzerland
A. El Azzouzi,Anouar El Azzouziانور العزوزى,"CDM, CM",67,CDM,Morocco
L. Serrano,Luis Alfredo Serrano Barrientos,"CM, CDM",61,SUB,Bolivia
F. Bohnert,Florian Bohnert,"RB, RM",66,RB,Luxembourg
D. Nejašmić,Darko Nejašmić,"CDM, CM",70,SUB,Croatia
L. Pinckert,Lukas Finn Pinckert,"CB, RB",70,RCB,Germany
M. Dibley-Dias,Matthew Max Dibley-Dias,"CM, CDM",58,SUB,New Zealand
Y. Paintsil,Winston Robin Yaw Paintsil,"RM, RB, LM, RW",62,SUB,Norway
J. Duranville,Julien Dienda M. Duranville,"RM, LM, ST, RW",72,SUB,Belgium
L. Page,Louis Donald Page,"CM, CDM, CAM",61,CAM,England
S. Roughan,Sean Patrick Roughan,"CB, LB, LM",65,LB,Republic of Ireland
W. Długosz,Wiktor Długosz,"RM, CAM, RB",66,RM,Poland
J. Tveita,Jon-Helge Tveita,"LM, RM, LW",61,SUB,Norway
M. Briceag,Marius Ionuţ Briceag,"LB, LM",64,SUB,Romania
G. Miller,George Miller,ST,61,RS,England
M. Feil,Manuel Feil,"RM, RW",67,SUB,Germany
F. Rami,Franco Rami,ST,67,SUB,Argentina
A. Zambrano,Arnaldo Andrés Zambrano Parraga,"CM, CDM",61,SUB,Ecuador
J. Rostaing,Jeremy Martín Rostaing Verástegui,"RB, RM",66,RB,Peru
Kim Bo Kyung,Bo-kyung Kim김보경 金甫炅,"CM, CAM, LM",61,SUB,Korea Republic
V. Sulzbacher,Valentin Sulzbacher,CM,60,SUB,Austria
D. Mikanović,Dino Mikanović,"RB, RM",66,RB,Croatia
S. Moreyra,Stéfano Nahuel Moreyra,"CDM, CM, CB",67,RDM,Argentina
Julio Alonso,Julio Alonso Sosa,"LB, LM",68,LB,Spain
M. Rittmüller,Marvin Lee Rittmüller,"RB, RM",67,SUB,Germany
K. Mizuta,Kaito Mizuta水多 海斗,"CAM, CM, LM",64,SUB,Japan
L. D'Arrigo,Louis Joseph D'Arrigo,"CDM, CM",62,RDM,Australia
A. Nouri,Amin Mimoun Nouri,"RB, LB, RM",63,SUB,Norway
M. Rosenfelder,Maximilian Rosenfelder,"CB, RB, RM",74,RES,Germany
P. Kattirtzis,Panagiotis KattirtzisΠαναγιώτης Καττίρτζης,CM,62,RCM,Cyprus
K. Bennetts,Keanan Bennetts,"LM, RM, LW",63,SUB,England
B. Delgado,Bagner Samuel Delgado Loor,"LM, LW, RM",64,SUB,Ecuador
J. Knight,Joshua Michael Knight,CB,69,SUB,England
O. Kökçü,Ozan Can Kökçü,"CAM, CM, LM",64,LM,Azerbaijan
C. Miller,Calvin Miller,"LM, RM, LW",63,RM,Scotland
A. Brody,Andrew Brody,"RB, LB, RM",68,SUB,United States
S. Sessegnon,Zeze Steven Sessegnon,"LB, RB, RM",65,SUB,England
C. Oduor,Clarke Sydney Omondi Oduor,"CM, LB, RW, CAM",60,SUB,Kenya
B. Sørmo,Bent Langåssve Sørmo,"RB, CB, LB, RM",65,SUB,Norway
J. Reid,James Tyrrell Reid,"ST, LM, LW",66,ST,Northern Ireland
K. Hlynsson,Kristian Nökkvi Hlynsson,"CAM, CM",68,CAM,Iceland
G. Burke,Graham Dylan Burke,"ST, CAM",65,RS,Republic of Ireland
A. Diaz,Antonio Alejandro Díaz Campos,"LB, LM",65,SUB,Chile
H. Fernández,Hugo Francisco Fernández Martínez,"CAM, LW, LM, CM",69,LM,Paraguay
C. Lungoyi,Christopher Lungoyi,"LM, LW, ST, LB",66,LM,Switzerland
C. Woodrow,Cauley Woodrow,ST,68,ST,England
Y. Bouchama,Yassine Bouchamaياسين بوشامة,"RM, CAM, RW",65,SUB,Germany
R. Finnigan,Ryan James Finnigan,"CM, CDM",60,SUB,England
H. Abdallah,Hakim Djamel Abdallah,"ST, RW, LW, RM",65,ST,Madagascar
G. Bovalina,Giuseppe Bovalina,RB,60,RES,Australia
P. Metcalfe,Patrick Metcalfe,"CM, RB, RM",64,LCM,Canada
Rupérez,Iñaki Rupérez Urtasun,"RB, RM",64,SUB,Spain
N. Colombo,Nazareno Fernández Colombo,"CB, RB",73,LCB,Argentina
S. Farrell,Shane Farrell,"CM, CAM, RM",60,SUB,Republic of Ireland
K. Gonzalez,Kener Gonzalez,"CDM, CM",61,RES,Colombia
G. Rogala,Grzegorz Rogala,"LM, LB, LW",62,RES,Poland
D. Owusu-Sekyere,Deabeas Nii Klu Owusu Sekyere,"RM, LM, ST, RW",69,RM,Netherlands
E. Ómarsson,Elías Már Ómarsson,"ST, RM, RW",66,ST,Iceland
B. House,Benjamin House,"ST, CAM, CM",64,SUB,Scotland
I. Diakité,Ibrahim Diakité,"CB, RB, RM",66,SUB,Guinea
E. Kara,Ercan Kara,ST,67,SUB,Austria
L. Pérez,Leonel Ulises Perez,"CM, CDM",62,RDM,Argentina
T. Pérez,Tomás Pérez,"CDM, CM",65,RES,Argentina
D. Weidmann,Daouda Weidmann,"CM, CAM",64,SUB,France
U. Nayir,Mehmet Umut Nayir,ST,70,ST,Türkiye
N. Rossen,Nils Rossen,"CM, CDM",63,LCM,Netherlands
Izan Merino,Izan Merino Rodríguez,"CM, CDM",66,SUB,Spain
G. Caso,Giuseppe Caso,"CAM, CM",70,SUB,Italy
S. Appelkamp,Shinta Karl Appelkampアペルカンプ 真大 カール,"CAM, CM, LM",70,LCM,Germany
N. Mosti,Nicola Mosti,"CAM, CM",67,LCM,Italy
C. Izquierdoz,Carlos Roberto Izquierdoz,CB,74,RCB,Argentina
A. Rodríguez,Aron David Rodríguez Franco,"LM, RM, LW",69,SUB,Ecuador
Iban Salvador,Iván Salvador Edú,"CAM, ST, CM",64,RS,Equatorial Guinea
S. Odey,Stephen Pius Odey,"ST, CAM",64,SUB,Nigeria
N. Romero,Fernando Nicolás Romero,CB,69,SUB,Argentina
A. Villalobos,Manuel Agustín Villalobos,"CM, CDM",63,RES,Argentina
F. Seriki,Oluwafemi Ibrahim Seriki,"RB, RM",68,RB,England
F. Veseli,Frédéric Shtjefan Veseli,"CB, RB, RM",68,SUB,Albania
S. Mouriño,Álvaro Santiago Mouriño González,"CB, RB, RM",74,RB,Uruguay
P. Hofmann,Philipp Hofmann,ST,72,LS,Germany
P. Filipović,Petar Filipović,CB,66,SUB,Germany
T. Rossmann,Tim Rossmann,"LM, LW, ST",68,LM,Germany
H. Rodríguez,Hernán Luis Rodríguez,"CM, CDM, CAM",65,SUB,Bolivia
Calegarcinho,Antônio Felipe Macedo Calegari,"ST, CAM",72,RS,Brazil
B. Halloran,Benjamin Halloran,"RM, LM, CAM, RW",61,SUB,Australia
J. Fabisch,Jonah Reinhard Fabisch,"CM, CDM, CAM",63,RCM,Zimbabwe
P. Kioso,Peter Kioso,"RB, RM",66,RB,Congo DR
P. Brough,Patrick John Brough,"LB, LM",63,LB,England
Dalisson,Dalisson de Almeida Leite,"CAM, CM, ST",64,SUB,Spain
N. Kölle,Niklas Kölle,"LM, LB, LW",63,LM,Germany
P. Mortensen,Patrick Mortensen,ST,72,ST,Denmark
K. Van de Perre,Kamiel Van de Perre,"CDM, CM",66,LCM,Belgium
Pleguezuelo,Julio José Pleguezuelo Selva,CB,68,SUB,Spain
M. Gyamfi,Maxwell Gyamfi,CB,66,CB,Germany
L. Sánchez,Luis Francisco Sánchez Mosquera,"CAM, CM, LM",66,RCM,Colombia
A. Lopane,Alessandro Lopane,"CDM, RM, LM, RW",62,RDM,Australia
D. Collander,Kjell Dennis Collander,"CM, RW",61,SUB,Sweden
P. Brouwer,Patrick Brouwer,"CAM, LM, CM",62,LAM,Netherlands
Pedrão Tofico,Pedro Tofico Dourado Hermes,CB,78,RCB,Brazil
E. van Ee,Espen van Ee,"CDM, CM",65,SUB,Netherlands
H. Tijanovich,Horacio Gabriel Tijanovich,"LM, ST, RM, LW",67,LM,Argentina
T. Crama,Tristan Crama,"RB, CB",68,RCB,France
N. Bassette,Norman Jaquy Bassette Van Acker,ST,66,SUB,Belgium
V. Pálsson,Guðlaugur Victor Pálsson,"CB, RB",67,,Iceland
A. Thapa,Anirudh Thapa,"CM, CDM, CAM, CB",59,SUB,India
W. Mendieta,William Gabriel Mendieta Pintos,"CAM, ST, CM",67,SUB,Paraguay
C. Hendry,Callum David Hendry,"ST, CAM",62,SUB,Scotland
M. Keane,Michael Vincent Keane,CB,73,LCB,England
V. Rodić,Vladimir RodićВладимир Родић,"RW, RM",62,SUB,Montenegro
M. Rose,Michael Alexander Rose,CB,68,SUB,Scotland
Leandro Santos,Leandro Henrique de Sousa Santos,"RB, RM",67,SUB,Portugal
M. Nassoh,Mohamed Nassohمحمد نصوح,"LM, CAM, LW",67,CAM,Morocco
A. El Ouazzani,Amine El Ouazzaniأمين الوزاني,"ST, RM, RW",71,SUB,Morocco
H. Tabaković,Haris Tabaković,ST,73,ST,Bosnia and Herzegovina
T. Danhof,Tim Danhof,"RB, RM",66,RM,Germany
B. Bobzien,Ben Bobzien,ST,66,RES,Germany
Jung Woo Young,Woo-young Jung정우영 郑又荣,"CDM, CM, CB",65,SUB,Korea Republic
Juli Freitinho,Julio Leonardo Dourado de Freitas,CB,75,RCB,Brazil
G. Viera,Gustavo Daniel Viera Moreira,"RW, RM",65,SUB,Uruguay
J. Fernández,Julián Fernández,"RW, RM, LW",68,SUB,Argentina
W. Kokolo,William Joseph Gabriel Kokolo,"LB, LM",65,RES,France
L. Moreno,Luis Johan Moreno Zuñiga,"CDM, CM",61,RDM,Ecuador
C. Olivier,Christopher Charl Olivier,"CDM, CB, RB",60,RB,Austria
B. Gutiérrez,Brian Gutiérrez,"LM, CM, CAM, LW",68,LCM,United States
N. Sangui,Nhoa Ryan Sangui,"LB, LM",67,SUB,France
E. Torregrossa,Ernesto Torregrossa,"ST, CAM, CM",68,SUB,Venezuela
C. Maycock,Callum Maycock,"CM, CDM, CAM",60,SUB,England
T. Conway,Tommy Daniel John Conway,"ST, CAM",70,ST,Scotland
K. Wriedt,Kwasi Okyere Wriedt,ST,65,ST,Ghana
J. Hugill,Jordan Thomas Hugill,ST,65,LS,England
Eguinaldo,Eguinaldo de Sousa Lemos,"LM, LW, ST",70,ST,Brazil
L. Montenegro,Lisandro Sebastián Montenegro,"CM, LM, RM",63,RES,Argentina
K. Green,Kieran Thomas Green,"CM, CAM",62,RCM,England
M. Alfarela,Migouel Alfarela,"ST, LW, LM",68,LM,France
Manu Vallejo,Manuel Javier Vallejo Galván,"ST, LM, CAM",65,SUB,Spain
T. Porra,Tomás Uriel Porra,"LM, RM, CM, LB",65,LM,Argentina
Z. Booth,Chadwick Zachary Booth,"RM, LM, CAM, RW",63,SUB,United States
P. Krätschmer,Pius Krätschmer,"CB, LB, LM",62,LB,Germany
Kim Jin Ya,Jin-ya Kim김진야 金真冶,"RB, LB, RM",61,SUB,Korea Republic
L. Bernasconi,Lorenzo Bernasconi,"LM, LB",65,RES,Italy
D. Romero,Dorny Alexander Romero Chalas,ST,65,SUB,Dominican Republic
H. Biggins,Harrison Biggins,"CM, CAM, CDM",62,LCM,England
Gonçalo Esteves,Gonçalo do Lago Pontes Esteves,"RB, RM",64,SUB,Portugal
V. Demaku,Vesel Demaku,"CM, CDM, CB",65,RCM,Kosovo
M. Mitaj,Mario MitajΜάριο Μιτάζ,"LB, LM, CDM",68,LB,Albania
Jesús Alvarez,Jesús Álvarez Aguado,"CM, CDM",64,LCM,Spain
C. Kabasele,Christian Kabasele,CB,72,SUB,Belgium
Lamine Fanne,Mouhamed Lamine Fanne Dabo,"CDM, CM",69,SUB,Spain
I. Cissoko,Ibrahim Cissoko,"LM, LW",69,LM,Netherlands
A. Franco,Alex Fernando Franco Zayas,"CM, CAM",66,LCM,Paraguay
M. Gabbia,Matteo Gabbia,CB,78,CB,Italy
Medrano,Fernando Medrano Gastañaga,"LB, LM",66,LB,Spain
Arthur Silbeira,Douglas Arthur Silbeira Martins,ST,70,SUB,Brazil
Afonso Moreira,Afonso Bastardo Moreira,"LM, RM, LW",67,SUB,Portugal
J. Hill,James Clayton Hill,"CB, RB, RM",71,SUB,England
Igor Julio,Igor Júlio dos Santos de Paulo,"CB, LB, LM",76,LCB,Brazil
Huang Zhengyu,Huang Zhengyu黄政宇,"CDM, CM",66,SUB,China PR
M. Gómez,Matías Ezequiel Gómez,"CM, CDM",61,RES,Argentina
J. Davis,Jacob Davis,"RB, CDM, CM, RM",67,RDM,United States
Manu Justo,Manuel Justo Román,ST,66,SUB,Spain
E. Soleri,Edoardo Soleri,ST,67,SUB,Italy
C. Antwi-Adjei,Christopher Antwi-Adjei,"LM, RM, CAM, LW",69,LAM,Ghana
B. Nastić,Bojan Nastić,"LB, LM, CB",63,LB,Bosnia and Herzegovina
J. Heuer,Jannis Heuer,CB,68,SUB,Germany
R. Vata,Rocco Vata,"LM, LW, CAM",67,SUB,Republic of Ireland
G. Diangana,Grady George Diangana,"CAM, RM, LM, CM",70,SUB,Congo DR
D. Puebla,Damián Puebla,"LM, CAM, RM, LW",67,LM,Argentina
K. Sidibé,Kalidou Sidibé,"CDM, CM",71,RCM,France
C. Grant,Conor Michael Grant,"CAM, LW, CM",61,SUB,Republic of Ireland
Tang Miao,Tang Miao唐淼,"RB, RM, CB",61,SUB,China PR
Jadenilson Baia,Jadenilson Nuno Baia Paneira,"RB, RM",67,SUB,Brazil
M. Komenda,Marco Komenda,"CB, LB, LM",69,SUB,Germany
M. Mensah,Mawuli Mensah,"CM, CDM, CAM",63,RES,Ghana
D. Williams,Derrick Shaun Williams,CB,66,LCB,Republic of Ireland
J. Romero,Joel Romero,CM,61,RES,Colombia
D. Kyereh,Daniel-Kofi Kyereh,"CAM, ST, CM",71,RES,Ghana
I. Lushaku,Ismet Lushaku,"CM, CDM, CB",65,RDM,Kosovo
Pedro Henrique,Pedro Henrique Alves de Almeida,ST,70,ST,Brazil
G. Ríos,Gonzalo Alejandro Ríos,"LM, RM, CM, LW",68,LM,Argentina
H. Matthys,Hervé Jean Matthys,CB,67,LCB,Belgium
A. Glennon,Anthony David Driscoll-Glennon,"LB, LM",61,SUB,England
S. Molde,Stian Stray Molde,LB,67,LB,Norway
S. Armstrong,Sinclair Ntomuchukwu Armstrong,ST,68,SUB,Republic of Ireland
K. Olaigbe,Kazeem Aderemi Olaigbe,"LM, CAM, RM, LW",67,SUB,Belgium
F. Jeltsch,Finn Jeltsch,CB,72,RCB,Germany
S. Diaby,Souleymane Diaby,"LB, LM",63,SUB,Côte d'Ivoire
R. Russo,Raffaele Russo,"CAM, ST, LW, CM",64,SUB,Italy
T. Ramírez,Tobías Emanuel Ramírez Cardozo,CB,69,SUB,Argentina
K. Fery,Kevin Fery,"CM, CDM",64,SUB,Germany
E. Taylor,Ellis Taylor,"RM, LM, RW",63,RM,England
P. Peda,Patryk Peda,CB,67,SUB,Poland
A. Pyndt,Andreas Pyndt Andersen,"CM, CDM",63,RDM,Denmark
S. Obeng,Samuel Obeng Gyabaa,ST,68,RES,Ghana
J. Rasmussen,Jacob Vandsø Rasmussen,CB,71,RCB,Denmark
M. Bolados,Marcos Nikolás Bolados Hidalgo,"RW, LW, RM",66,SUB,Chile
T. Hall,Tyrese Hall,"CDM, CM",62,SUB,England
J. Gallard,Jeremías Gallard,"CAM, CM",61,SUB,Argentina
L. Dobbin,Lewis Norman Dobbin,"LM, LW",67,SUB,England
A. Anello,Agustín Anello Giaquinta,"LM, LW",66,LM,United States
T. Chahed,Tarek Chahed,"RB, RM",60,RES,Germany
L. Badé,Loïc Badé,CB,78,RCB,France
Saulo Mineiro,Saulo Rodrigues da Silva,"ST, RW, LW, RM",70,RES,Brazil
Júnior Brumado,José Francisco dos Santos Júnior,ST,66,LS,Brazil
D. Sanches Fernandes,Derensili Sanches Fernandes,"RM, RW",68,RM,Netherlands
M. Vitík,Martin Vitík,CB,74,RCB,Czechia
K. Vaesen,Kyan Vaesen,ST,66,SUB,Belgium
C. Ibañez,César Fernando Ibáñez,"LB, LM",69,LB,Argentina
B. Goncalves,Bryan Goncalves,"CB, LB, LM",69,SUB,France
J. Magnússon,Júlíus Magnússon,"CDM, CM",65,SUB,Iceland
J. Dos Santos,Jonathan David Dos Santos Duré,ST,67,ST,Uruguay
A. Charles,Ashley James Charles,"CDM, CM",60,CDM,Grenada
L. Joseph,Lenny Joseph,"RW, RM",69,SUB,France
S. Jaurena,Sebastián Jonathan Jaurena,"CM, CAM",62,CAM,Argentina
Mauricio Clerez,Mauricio César Clerez Farias,CB,68,LCB,Brazil
M. McKenzie,Mark Alexander McKenzie,CB,74,SUB,United States
L. Cornic,Leo Erik Jean Cornic,"RB, RM",66,RB,Norway
M. Fonseca,Matias Fonseca,ST,66,SUB,Uruguay
S. Kerk,Sebastian Kerk,"CAM, CM, ST",64,LCM,Germany
B. Dietze,Benno Johannes Dietze,"CM, CDM, CB",62,SUB,Germany
A. Lauray,Alexandre Lauray,"CDM, CB, CM",63,CDM,France
V. Pop,Vlad Marian Pop,"CM, CDM",59,LCM,Romania
A. Papetti,Andrea Papetti,CB,67,LCB,Italy
Bernat Guiu,Bernat Guiu Vilanova,"ST, CAM",66,LAM,Spain
M. Boateng,Malachi Boateng,"CDM, CM",65,RDM,England
N. Savona,Nicolò Savona,"RB, LB, RM",71,RES,Italy
E. Newby,Elliot Christian Newby,"LM, RM, LB, LW",62,SUB,England
A. Dumiter,Ioan Andrei Vasile Dumiter,"ST, RM, RW",61,SUB,Romania
S. Roux,Storm James Roux,"RB, RM",62,RB,New Zealand
M. Young,Marvin Young,"CB, RB, RM",69,RCB,Netherlands
J. Jacquet,Jérémy Jacquet,CB,75,CB,France
João Tomé,João Tomé Esteves Baptista,"RB, RM",66,SUB,Portugal
Rober,Roberto González Bayón,"RM, CAM, CM, RW",67,SUB,Spain
B. Yusuf,Bamidele Yusuf,"LW, LM, ST",69,SUB,Nigeria
G. Ilenikhena,George Osrzehmen Ilenikhena,ST,72,SUB,Nigeria
Guto Costinho,Guto Ramón Costinho Ribeiro,CB,73,SUB,Brazil
Marc Gual,Marc Gual Huguet,ST,70,SUB,Spain
J. Clarke,James Clarke,"ST, CAM, CM",62,CAM,Republic of Ireland
P. Fahrner,Philip Fahrner,RB,65,SUB,Germany
T. Singh,Tiernan Singh,"RB, RM",63,RB,Australia
Aitor Buñuel,Aitor Buñuel Redrado,"RB, LB, RM",66,SUB,Spain
I. Soumaré,Issa Soumaré,"LM, ST, LW",72,LM,Senegal
L. Scipioni,Lorenzo Scipioni,"CM, CDM",65,RES,Argentina
S. Essende,Samuel Emmanuel Essende Mbongu,ST,74,SUB,Congo DR
F. Bruera,Facundo Bruera,ST,71,ST,Argentina
S. Forde,Shaqai Tyreece Steven Forde,"RM, RW",63,RES,England
M. Grüger,Max Grüger,"CDM, CM",65,SUB,Germany
S. Fofana,Sadik Fofana,"CDM, CB, CM",65,RCM,Togo
L. Hasa,Luis Hasa,CM,65,SUB,Italy
L. Małachowski Thorell,Ludwig Malachowski Thorell,"CM, RW",64,LCM,Sweden
A. Ousou,Aiham Hanz Ousou,CB,71,RCB,Syria
R. Hardie,Ryan Hardie,ST,69,SUB,Scotland
J. Asp-Jensen,Jonathan Asp-Jensen,"CAM, CM, LW",65,LW,Denmark
M. Mustapha,Suliman-Marlon Mustapha,ST,65,LS,Austria
Júlio Romão,Júlio Rodrigues Romão,"CDM, CM",68,RES,Brazil
N. Sekulov,Nikola SekulovНикола Секулов,"CAM, RM, LM, CM",65,SUB,Italy
T. Meynadier,Tom Meynadier,"RB, RM",65,SUB,France
N. Buso,Nicolò Buso,"LW, LM",67,SUB,Italy
H. Skogvold,Henrik Langaas Skogvold,"ST, LW, LM",64,LS,Norway
J. Mause,Jannik Mause,ST,65,ST,Germany
Antonaldo Vaz,Antonaldo Luiz Vaz Stein,"LB, LM",71,SUB,Brazil
T. Sabitzer,Thomas Sabitzer,"ST, CAM, CM",65,RS,Austria
Ryu Jae Moon,Jae-moon Ryu류재문 刘在暮,"CDM, CM, CB",63,SUB,Korea Republic
C. Mena,Camilo Andrés Mena Márquez,"RM, RW",68,RM,Colombia
K. Kostons,Koen Kostons,"ST, RM, RW",67,ST,Netherlands
Abdu Conté,Abdu Cadri Conté,"LB, LM",64,RES,Portugal
F. Tsadjout,Frank Cédric Tsadjout,ST,68,RES,Italy
D. Karlsbakk,Daniel Seland Karlsbakk,"ST, RM",67,ST,Norway
D. Camara,Drissa Gui Camara,"RM, CAM, CM, RW",63,SUB,Côte d'Ivoire
B. Burrowes,Bradley Burrowes,"RM, ST, RW",65,SUB,England
H. Cuenca,Hugo Francisco Cuenca Martínez,"RW, CAM, RM",62,RES,Paraguay
O. McEntee,Oisin Michael McEntee,"CM, CB, CDM",63,RCM,Republic of Ireland
P. Stolarski,Paweł Stolarski,"RB, RM",64,SUB,Poland
M. Guaramato,Marcel Daniel Guaramato García,"RB, CB, LB, LM",67,RB,Venezuela
Jorge Cuenca,Jorge Cuenca Barreno,CB,74,SUB,Spain
Huang Zichang,Huang Zichang黄紫昌,"RM, RW",61,RM,China PR
T. Kongolo,Terence Kongolo,CB,66,SUB,Netherlands
A. Matthews,Adam James Matthews,"RB, CB, RM",60,SUB,Wales
William Gomes,William Gomes Carvalho Santos,"LW, RW, LM",70,RW,Brazil
K. Holmén,Kevin Holmén,CM,65,CM,Sweden
F. Rasmussen,Federico Rasmussen,CB,72,LCB,Argentina
J. Beck,Julius Eskelund Beck,"CM, CDM",60,SUB,Denmark
R. Fosso,Donfack Ryan Gloire Fosso Ymefack,"CDM, CM",68,RDM,Switzerland
Huang Ruifeng,Huang Ruifeng黄锐烽,"CM, RB, LB, RM",60,LCM,China PR
R. Omorowa,Efosa Richie Omorowa,ST,65,ST,Sweden
A. Dursun,Abdurrahim Dursun,"LB, LM",63,SUB,Türkiye
M. Ameyaw,Michael Ameyaw,"RM, LM, CAM, RW",69,SUB,Poland
T. Seto,Takayuki Seto瀬戸 貴幸,"CDM, CM",62,SUB,Japan
K. Knoyle,Kyle Knoyle,"RB, CB, RM",63,RB,England
Guirao,Carlos Guirao Mora,"CDM, CM",65,SUB,Spain
L. Bennett,Liam Bennett,"RB, RM",65,RB,England
S. García,Simón García,CB,66,SUB,Colombia
V. Granath,Villiam Granath,"RM, RB, RW",63,RW,Sweden
J. Gibbons,James Andrew Gibbons,"RB, LB, CB, RM",63,SUB,England
N. Fernández,Nicolás Esteban Fernández Muñoz,"RB, RM",66,SUB,Chile
S. Savić,Stefan Savić,CB,78,RCB,Montenegro
K. Karetsas,Konstantinos Karetsas,"CAM, RW, CM",70,CAM,Greece
E. Sørensen,Elias Fritjof Grænge Sørensen,"LM, ST, RM, LW",66,LM,Denmark
V. Janjičić,Vasilije Janjičić,"CDM, CM",64,RCM,Switzerland
J. Scherzer,Jonathan Scherzer,"LB, LM, LW",65,SUB,Austria
D. Fernández,Diego Agustín Fernández Servín,"LM, RM, LW",69,SUB,Paraguay
O. Ashley,Ossama Wassim Ashley,"CDM, CM",64,RES,England
J. Olayinka,Olujimi James Olayinka,"CM, CDM, CAM",59,CDM,England
Carlos Isaac,Carlos Isaac Muñoz Obejero,"RB, RM",68,RB,Spain
J. Currie,Jack Currie,"LB, LM",66,RES,England
F. Ovelar,Fernando Fabián Ovelar Martínez,"RM, RW, ST",66,LS,Paraguay
M. Al Sahafi,Marwan Saeed Masoud Al Sahafiمروان الصحفي,"ST, RM, RB",63,RM,Saudi Arabia
Zhang Huachen,Zhang Huachen张华晨,"CM, CDM",59,LCM,China PR
Zhang Yuan,Zhang Yuan张源,"CM, CDM",60,SUB,China PR
J. Marabel,Junior Osvaldo Marabel Jara,ST,69,SUB,Paraguay
E. Archer,Ethon Emmanuel Archer,"LM, CAM, CM, LW",64,LCM,England
M. N'Diaye,Moussa N'Diaye,"LB, LM",72,SUB,Senegal
D. Mancilla,Daniel Mancilla Durán,"LB, LM, CM",65,SUB,Bolivia
A. Cornelius,Andreas Evald Cornelius,ST,69,SUB,Denmark
A. Ghram,Alaa Ghramعلاء غرام,"CB, CDM, CM",67,SUB,Tunisia
D. Veroli,Davide Veroli,"CB, LB",68,SUB,Italy
